"GeneName"	"padj"	"pvalue"	"lfcSE"	"stat"	"log2FoldChange"	"baseMean"
"WASH7P"	0.808955179055906	0.713981464483187	0.112233408530597	-0.366514138524237	-0.0411351310412306	340.27254154526
"LOC100996442"	0.0952754174906066	0.044575972099575	0.288125965854465	-2.00863391240396	-0.578739586059423	43.8515981117799
"LOC729737"	0.0896326301509725	0.0415100931748156	0.280626645850055	-2.03839853020064	-0.572028942435887	46.6772744085035
"DDX11L17"	0.617292901792717	0.480978125685594	0.434219889371816	-0.704730244785918	-0.306007888927914	19.3141764635509
"WASH9P"	0.7486763814386	0.635555235398049	0.102183655144484	-0.473922413518856	-0.0484271244682522	388.814811927229
"LOC100132287"	0.190158987437834	0.102903705865174	0.234110715879879	-1.63093656244535	-0.38181972618875	72.8056193033815
"MIR12136"	0.0808992025235895	0.0366261829368798	0.116621653171963	-2.08990668530993	-0.243728372615981	18859.9554776274
"LOC100133331"	0.23938079285383	0.137147560673968	0.17618711753248	-1.48649756417803	-0.26190172105158	127.937293905323
"LOC107984841"	0.394569103499923	0.261652770867857	0.392310664100911	-1.12249326194666	-0.440366077043092	27.072005030516
"LOC107984847"	0.349293851462304	0.222397548629415	0.363429379937058	-1.22017762065974	-0.443448396089445	32.7431295433622
"LOC100288069"	0.281523163782869	0.168240567052898	0.311195196096807	-1.37787926743069	-0.42878940882582	36.9135224191537
"LINC01409"	0.330738911740475	0.206845014807168	0.530573529339512	1.26228844009144	0.669736832703781	14.0330497673638
"LINC00115"	0.0190176184146457	0.00684459798891115	0.391121678760764	2.70431204267501	1.057715066024	25.7957548796133
"LINC01128"	0.966942328172944	0.946132424585233	0.0989219305999952	0.0675643632103055	0.0066835972485227	447.965874629153
"LOC284600"	0.00814119657079949	0.00262867336444806	0.2071360361884	-3.00812229083373	-0.623090527693268	95.2892439168611
"LINC02593"	0.00154609455091373	0.000415629524062049	0.143257324379905	3.52995552802042	0.505691984124259	200.997440821434
"LOC107985728"	2.51747546193266e-12	2.35072518970395e-13	0.130754297741969	7.32716489721649	0.958058300575151	297.519748288168
"SAMD11"	2.39588417339169e-29	9.75989512013433e-31	0.0657426021283201	11.5259768177038	0.757747708066543	1803.00742720762
"NOC2L"	0.0868064221307097	0.0399242252558607	0.0473277907916559	2.05453204388697	0.0972364627478358	4387.91362132769
"KLHL17"	0.140176046323106	0.0708266781318025	0.099675095041405	-1.80658712707443	-0.180071743591723	447.59573700166
"PLEKHN1"	8.78880625584083e-24	4.52086249822643e-25	0.107307308795474	10.3426033599586	1.10983693249619	385.282038448511
"PERM1"	2.21905946200705e-08	2.86091814000909e-09	0.256675903575189	5.93938584064525	1.52449722732931	71.9396820334724
"HES4"	0.00201878123739667	0.000558022750161195	0.101461583888134	3.45123727546467	0.350168000342415	507.117362816064
"ISG15"	0.00261995273138792	0.000745655743788229	0.0652115937828339	3.37221736532654	0.219907668975093	1906.54826526845
"AGRN"	4.98948182390217e-08	6.66426720977704e-09	0.0505080230787317	-5.79917320564548	-0.292904774108304	11986.99208409
"LOC100288175"	6.83753681400295e-09	8.38217121576838e-10	0.218138521378809	6.13751612797835	1.33882869309579	89.221392987322
"LOC112267874"	0.0464528051212426	0.0190701790477531	0.38488516158791	2.34415627657329	0.902230967296223	25.4422993460468
"LOC105378948"	1.17481056297664e-06	1.82832419837461e-07	0.221557360144827	5.21599569677307	1.15564223710382	82.1329108719452
"C1orf159"	0.604041256592012	0.466991542119243	0.106408394637272	-0.727382711781874	-0.0773996266476148	515.426318677429
"SDF4"	0.494620487441108	0.354415444558631	0.0550227480210216	0.926058759495203	0.0509542977763644	5056.03493639577
"B3GALT6"	0.915647772508016	0.862847900954012	0.0860839766201441	-0.172750049987845	-0.0148710112642824	1149.19537007095
"C1QTNF12"	0.682162256118345	0.554654944225531	0.537627661675402	-0.590799240088906	-0.317630013968603	13.3314666848176
"UBE2J2"	0.185247013526282	0.0996386765267231	0.0708736014368647	1.64660784690787	0.116701028264563	1503.93353558069
"LINC01786"	0.0935530964238221	0.0436373368455353	0.334985374197352	-2.01755778820487	-0.67585235064659	38.1466047621885
"SCNN1D"	2.65026989466964e-06	4.34017332720703e-07	0.185846747111607	-5.0533983593735	-0.939157646948698	119.90399894923
"ACAP3"	7.66966340019849e-08	1.03990467005367e-08	0.0734238808369081	-5.7240886092177	-0.420284799943103	1301.29351380063
"PUSL1"	0.520967552937393	0.380235478215541	0.103287175210101	0.877462500809888	0.0906306230614439	432.286368295091
"INTS11"	0.404864263600343	0.270592553290978	0.0627225683763087	-1.1016989967042	-0.0691013906508896	2030.47356469038
"CPTP"	0.00191274335335991	0.000525369904843571	0.0751536057353694	3.46747638347037	0.260593353020037	1032.85407725032
"TAS1R3"	0.576293992138674	0.437357827922421	0.290569288297313	0.776662650664343	0.225674313650642	52.6833386080365
"DVL1"	3.71718363858848e-31	1.42492377780217e-32	0.0610744757949121	11.8844957564119	0.725839348409715	2970.83083764095
"MXRA8"	0.00148515560383849	0.000397382321782809	0.138297441547795	3.54181616114537	0.489824113519037	226.99575448205
"AURKAIP1"	0.332513637927191	0.208408864529476	0.0613086440819623	-1.25795269546257	-0.0771233740780599	2829.64056488617
"CCNL2"	0.995767276989688	0.992896425474882	0.0498284800588348	-0.00890312799516761	-0.000443629335768463	2842.74707510119
"MRPL20-AS1"	0.899413248973405	0.841361238910249	0.0890195877464603	-0.200152597190773	-0.0178175016883059	550.904768635999
"MRPL20"	0.626277636561296	0.491467040628099	0.0602300925494851	-0.687977356743433	-0.0414369398686071	1809.09258316099
"VWA1"	0.055259138055495	0.0233945337926201	0.0761773538637914	-2.26692948348282	-0.172688689447532	1034.53631004333
"ATAD3C"	0.913950538745005	0.86024580413108	0.332911871401679	0.17606127446436	0.0586128883632946	31.8459753960936
"ATAD3B"	0.864013751222742	0.790270864029975	0.148952536098384	0.265958897858188	0.0396152523339081	197.741285964874
"ATAD3A"	0.284864217796136	0.170906086437293	0.0752939041779867	1.36929818079411	0.103099806015803	1267.92322830563
"SSU72"	0.000286977884608435	6.56916557788762e-05	0.0579440878381445	-3.99137375365679	-0.231276511376753	4178.88619771716
"FNDC10"	0.726750809099629	0.608180557593815	0.101831771267008	-0.512672316635249	-0.0522063300825277	391.873845913601
"LOC105378586"	0.76270017999491	0.653165888869119	0.370309217975257	0.449368447224319	0.166405278274393	27.185560338067
"MIB2"	0.00028850006603588	6.60558497727541e-05	0.0950412885285235	-3.99006263297901	-0.379220693947838	575.566681029122
"MMP23B"	0.558662042044536	0.419034664420015	0.2578748790077	-0.808097139098917	-0.208387951971602	61.2704791198718
"CDK11B"	1.69285250321369e-05	3.10875496549316e-06	0.0659174431981391	-4.66350045578124	-0.307406026398455	1570.38812859788
"SLC35E2B"	7.04549151334591e-07	1.06968798112334e-07	0.0574871022603951	-5.31446898579737	-0.305513422046232	1806.74067711208
"CDK11A"	1.98887210270615e-06	3.19405496317304e-07	0.0753725311586189	-5.111621378919	-0.385275841653634	1130.96048177817
"SLC35E2A"	0.0278532976348129	0.0105356737135559	0.0894808383192227	-2.55773370548059	-0.228868156163735	686.395745255738
"LOC112268218"	0.0676632148338031	0.0296620045151407	0.169315448365557	-2.17457466583354	-0.368189084549987	143.086460563584
"NADK"	0.00305124812423384	0.000880734865106758	0.0675123102808889	-3.32608999728398	-0.224552019918797	1853.35897408034
"GNB1"	2.53787336422897e-07	3.63087872783263e-08	0.0393509742617209	5.5079250746236	0.216742217847001	15578.5804970384
"TMEM52"	0.0496495713108037	0.0205967232702548	0.49183869622352	-2.31529627884223	-1.13875230315693	16.2399470628805
"GABRD"	0.126979228401736	0.0627858304580197	0.589624168410878	-1.8607051197882	-1.09711670891298	12.7797378808777
"PRKCZ"	0.00804656292093769	0.00259284485318917	0.0942058242649736	-3.01229032804159	-0.283775293278566	530.442564470112
"PRKCZ-AS1"	0.920701074655377	0.870350405881945	0.386823429240315	0.163213412856111	0.0631347720590163	25.5143264971432
"FAAP20"	0.933173179312193	0.890878976350956	0.0849821645934806	0.137192073182903	0.0116588793441503	869.855388079562
"LOC112268219"	0.878899751687481	0.81079737918464	0.206320855137435	0.239397486050215	0.0493926940396325	97.2065021039824
"LOC105378593"	0.727830670088822	0.609552721408413	0.581483526657191	-0.510712021914913	-0.296970627609308	11.3177365834129
"SKI"	1.83096009177069e-140	1.13978840420389e-142	0.061598934324726	25.4311986439371	1.56653473506694	3092.24915013178
"MORN1"	0.737808594750698	0.622031756829952	0.149562409266628	0.492972870299971	0.0737302101851484	173.909928840805
"LOC100129534"	0.00100226384100063	0.000258269156647298	0.239060712820194	-3.6539176267494	-0.873508152436984	75.5965982944761
"RER1"	0.129169829081866	0.0641440739185548	0.051532508326149	-1.85117713597706	-0.0953958011729147	4217.40478591777
"PEX10"	0.205130018378556	0.112987849909053	0.0689777788127113	1.58490530994751	0.109323247908651	1058.71645681279
"PLCH2"	0.517840801551577	0.377189889799404	0.287757898651391	0.883085848061325	0.254114927966908	43.5514184168058
"PANK4"	0.000378472337316911	8.87435273542737e-05	0.0894172254445725	-3.91947102920082	-0.350468224641521	583.804339293376
"PRXL2B"	0.0174321012344884	0.00620446872966718	0.0738851920485404	-2.73677513595643	-0.202207156513811	984.564318471741
"MMEL1"	0.0739624485266372	0.0329404101011988	0.194334209736812	-2.1328088484127	-0.414477722075963	108.605260180387
"TTC34"	0.93826351770943	0.899427513427021	0.672689137597072	0.126384572702741	0.0850175292169813	13.1964626927049
"PRDM16"	0.0429489259648147	0.017301055361898	0.56477182123607	2.38024660712382	1.34429621129629	17.401966537319
"ARHGEF16"	0.0176011409499601	0.00627232271279634	0.100408499170975	2.73319478057896	0.274435985859876	480.580396374286
"MEGF6"	9.1703537062465e-22	5.17281460085876e-23	0.0794923471500518	-9.8782504094131	-0.785245310780208	889.374552751197
"TPRG1L"	0.000815303073383085	0.000205684497298632	0.0681604284179015	3.71193046737009	0.253006770913407	1639.72215962787
"WRAP73"	0.186779112464584	0.100666730739117	0.0912230393959073	-1.64162988318318	-0.149754467507118	602.492010824043
"TP73"	0.584535472773465	0.44591058563017	0.40165949705705	0.762250375063756	0.306165102279656	23.8594775269785
"TP73-AS1"	0.0401689525484111	0.016029853395063	0.0946200233775506	-2.40823512775277	-0.227867264086606	562.086738874696
"SMIM1"	0.531099362551367	0.390327435186963	0.43323664538542	0.859023709811997	0.372160550345488	19.2113591059508
"LRRC47"	0.908110549408431	0.853365065514645	0.0648072866623707	-0.184826571946816	-0.0119781086309806	1686.18410389278
"CEP104"	0.586737408101811	0.447974796050866	0.0668107903388756	0.758795670351527	0.0506957384419024	1574.66790412306
"DFFB"	0.0195522601815346	0.00706264408348447	0.150213149393709	-2.69387597069868	-0.404655593634683	177.256301623164
"LOC107984910"	0.231371200323149	0.131396302264006	0.480853500062103	-1.50861850559607	-0.725424488674328	17.8990638608294
"C1orf174"	0.765099220773742	0.656083085433909	0.0835707482949759	0.445327516350158	0.0372163537777259	647.957584639366
"NPHP4"	0.799909833683038	0.701761119857571	0.094077163324339	0.382944224350926	0.0360263063383744	507.396324304878
"KCNAB2"	0.000290860655567685	6.6675751218978e-05	0.0597422966862743	-3.98784660205978	-0.238243114839606	1771.92895440678
